job_id,job_title,job_title_raw,core_job_title,apply_url,is_expired,source,board_token,requisition_id,company_name,company_website,company_tagline,company_linkedin,company_headquarters,company_founded,company_employees,company_revenue,company_revenue_year,stock_symbol,stock_exchange,is_public_company,company_activities,company_industries,job_category,seniority_level,role_type,commitment,workplace_type,workplace_location,workplace_continents,workplace_countries,workplace_physical_environment,bachelors_required,bachelors_fields,masters_required,masters_fields,doctorate_required,high_school_required,min_industry_experience,min_management_experience,salary_range,yearly_min_salary,yearly_max_salary,hourly_min_salary,hourly_max_salary,compensation_currency,compensation_frequency,is_compensation_transparent,travel_requirement_air,travel_requirement_land,physical_labor_intensity,physical_position,computer_usage,cognitive_demand,oral_communication_level,four_day_work_week,overtime_required,weekend_availability_required,holiday_availability_required,morning_shift,evening_shift,overnight_work,on_call_requirement,401k_matching,retirement_plan,generous_pto,generous_parental_leave,tuition_reimbursement,relocation_assistance,language_requirements,num_language_requirements,driver_license_required,security_clearance,visa_sponsorship,licenses_certifications,technical_tools,role_activities,fair_chance,military_veterans,estimated_publish_date,requirements_summary,description,description_snippet,viewed_by_users_count,hidden_from_users_count
utipro___cre1007crehr___453ac982-2a83-4723-a69a-3dd3ff799d14___027b1a87-4b51-46f1-918f-b94126197592,Area Director of Marketing - NYC,,Area Director of Marketing,https://recruiting.ultipro.com/cre1007crehr/JobBoard/453ac982-2a83-4723-a69a-3dd3ff799d14/OpportunityDetail?opportunityId=027b1a87-4b51-46f1-918f-b94126197592,False,ultipro,cre1007crehr_453ac982-2a83-4723-a69a-3dd3ff799d14,xqtwctm1y2z20pby,Crescent Hotels & Resorts,crescenthotels.com,Hospitality company operating and managing hotels,,,,,,,,,,"hotel, hospitality",Hospitality and Tourism,Marketing,Senior Level,People Manager,Full Time,Onsite,"New York, New York, United States",North America,US,Office,Not Mentioned,Not specified,Not Mentioned,Not specified,Not Mentioned,False,8.0,,"$120,000 - $125,000",120000.0,125000.0,57.69230769230769,60.09615384615385,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,True,True,False,False,False,False,English,1,False,None,False,Not specified,"Digital marketing, Brand management, Marketing analytics, Budgeting, Partnership development","develops plans, manages team, drives revenue",False,False,2025-09-09T13:58:09.667Z,"Senior marketing leader with 8+ years of marketing experience, including hospitality and F&B; proven ability to develop integrated marketing strategies and manage a team.",,,0,0
paylocity___33d1ab8e-77ab-4ed6-8c52-e1b2d0d2ffcb___3553880,Marketing & Development Director,,Marketing & Development Director,https://recruiting.paylocity.com/Recruiting/Jobs/Details/3553880,False,paylocity,33d1ab8e-77ab-4ed6-8c52-e1b2d0d2ffcb,c24af4gdk322p1lz,North Country Family Health Center,nocofamilyhealth.org,"North Country Family Health Center is a Federally Qualified Community Health Center, one of 1,400 in the country. Community Health Centers offer ""one-stop shopping"" - primary and preventive healthcare visits, dental, and mental health services; case management; insurance enrollment; and WIC services... all conveniently located, coordinated, and tailored to meet patient's needs. We provide you with high quality, patient-centered, affordable, and accessible care. Our staff can help guide you through the complex healthcare system to help you get the care you need from us or others. North Country Family Health Center believes everyone deserves high quality, affordable healthcare. We accept private insurance, Medicaid, Medicare, and offer a sliding fee scale for patients based on family size and income. We are dedicated to reducing barriers to care such as cost, lack of insurance, and transportation. This Health Center receives Health and Human Services funding and has Federal Public Health Service deemed status with respect to certain health or health-related claims, including medical malpractice claims, for itself and its covered individuals.",linkedin.com/company/north-country-family-health-center,United States,1971.0,52.0,7039672.0,2013.0,,,False,"medical center, community and lifestyle, health, health care facilities and svcs, health and medical, medical centers, ambulatory health care services, voluntary or charitable agency, clinics, health organizations, federally qualified health centers, insurance, mental health, uninsured, underinsured, teens, healthcare, wic, jefferson, children, behavioral health, northern ny, wellness, advocacy, st. lawrence, prevention, infants, counseling, adolescents, pregnancy, lewis, families, nutrition, breastfeeding, franklin, health treatment facilities, federally qualified health center, health care, medical, dental, pediatrics, hospital, health - general and rehabilitative:, charitable organization, dentists, pediatric dentistry, primary care, hospitals and health care","Health Insurance Companies, Insurance Companies, Financial Services Companies, Medical Organizations, Hospitals, Public Health Organizations",Marketing,Mid Level,People Manager,Full Time,Onsite,"Watertown, New York, United States",North America,US,Office,Required,"Communications, Marketing, Development, Nonprofit Management",Not Mentioned,Not specified,Not Mentioned,True,5.0,,Not specified,,,,,USD,Yearly,False,None,None,Low,Sitting,Medium,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,False,False,False,False,False,English,1,False,None,False,Not specified,Not specified,"plan marketing, lead fundraising, manage donor relations",False,False,2025-09-05T22:15:40.000Z,Bachelor’s degree in communications/marketing/development or related field; 5+ years in nonprofit marketing/fundraising; proven fundraising success; strong communication; nonprofit fundraising knowledge; budget and project management; ability to work independently and with diverse stakeholders.,,,0,0
grnhse___bseglobal___7247070003,"Director, Marketing - Brooklyn Basketball",,"Director, Marketing",https://www.bseglobal.net/job/?gh_jid=7247070003&gh_jid=7247070003,False,grnhse,bseglobal,7yd8x6ro672pe92h,BSE Global,bseglobal.net,Multifaceted sports and entertainment organization,linkedin.com/company/bse-global,United States of America,1967.0,479.0,,,,,False,"events, arts and entertainment, media and entertainment, franchise, entertainment providers, entertainment",Media And Information Companies,Marketing,Senior Level,People Manager,Full Time,Onsite,"Brooklyn, New York, United States",North America,US,Office,Not Mentioned,Not specified,Not Mentioned,Not specified,Not Mentioned,False,8.0,,"$120,000 - $150,000",120000.0,150000.0,57.69230769230769,72.11538461538461,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,True,True,Not Indicated,Not Indicated,Not Indicated,None,True,True,False,True,False,False,English,1,False,None,False,Not specified,Not specified,"craft brand, drive campaigns, lead partnerships",False,False,2025-09-12T22:56:08.000Z,"8+ years marketing experience; strong strategy, digital and grassroots; track record; customer acquisition; entrepreneurial; youth sports experience a plus.",,,0,0
grnhse___byheart___7025317003,"Director, Medical Marketing ",,"Director, Medical Marketing",https://boards.greenhouse.io/byheart/jobs/7025317003?gh_jid=7025317003,False,grnhse,byheart,bikbkv2ithskn23s,ByHeart,byheart.com,"<h3><span style=""font-weight: 400;"">We’re a fully integrated baby nutrition company dedicated to empowering parents with choice: We want “best nutrition for baby” to be possible for every parent out there. Explore open positions at ByHeart below.</span></h3>",linkedin.com/company/byheartnutrition,United States of America,2016.0,200.0,,,,,False,"apartment or condo, vacation rental, women&apos;s clothing, shopping, fashion, health and wellness, personal blog, business service, local business, apps, biotechnology, nutrition, wellness, health care, retail luxury goods and jewelry, food and beverage manufacturing","Food And Drink Companies, Food Companies",Marketing,Senior Level,Individual Contributor,Full Time,Onsite,"New York, New York, United States",North America,US,Office,Not Mentioned,Not specified,Not Mentioned,Not specified,Not Mentioned,False,7.0,,"$160,000 - $180,000",160000.0,180000.0,76.92307692307692,86.53846153846153,USD,Yearly,True,None,Minimal,Low,Sitting,High,High,Medium,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,True,True,True,True,False,False,English,1,False,None,False,Not specified,"HubSpot, CRM platforms","Lead sampling, Manage campaigns, Coordinate stakeholders",False,False,2025-09-05T15:12:48.000Z,7+ years medical marketing in healthcare/B2B with FDA promo knowledge; strong KPI ownership and cross-functional leadership.,,,0,0
grnhse___fireblocks___4599435006,Digital Marketing Director,,Digital Marketing Director,https://job-boards.greenhouse.io/fireblocks/jobs/4599435006,False,grnhse,fireblocks,f4hi5c1kyg94xdq4,Fireblocks,fireblocks.com,"Fireblocks streamlines operations by bringing all your exchanges, OTCs, counterparties, hot wallets, and custodians into one platform. Wallets, deposit addresses, and API credentials are secured using patent-pending chip isolation technology and the newest breakthrough in cryptography (MPC). Institutions are using Fireblocks to move funds securely in seconds - instead of hours.",linkedin.com/company/fireblocks,United States of America,2018.0,760.0,,,,,False,"cyber security, fintech, blockchain, cryptocurrency, mpc, software development, nfts, web3, defi, custody, cybersecurity, capital markets, tokenization, digital asset custody, crypto, digital asset settlement, digital assets, finance, software","Digital Currencies Companies, Financial Technology Companies, Financial Services Companies",Marketing,Senior Level,Individual Contributor,Full Time,Remote,New York or United States,North America,US,Office,Not Mentioned,Not specified,Not Mentioned,Not specified,Not Mentioned,False,8.0,,"$140,000 - $185,000",140000.0,185000.0,67.3076923076923,88.9423076923077,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,False,False,False,False,False,English,1,False,None,False,Not specified,"HubSpot, Salesforce, Google Analytics, Google Ads, LinkedIn Ads","Owning campaigns, Optimizing funnel, Collaborating teams",False,False,2025-09-08T20:02:47.000Z,"8+ years in digital marketing for B2B SaaS or fintech; proven paid campaigns on Google/LinkedIn; strong analytics; familiar with HubSpot, Salesforce, GA.",,,0,0
grnhse___fireblocks___4601120006,"Product Marketing Director, Banking",,Product Marketing Director,https://job-boards.greenhouse.io/fireblocks/jobs/4601120006,False,grnhse,fireblocks,5r1s87jmeyjzmo19,Fireblocks,fireblocks.com,"Fireblocks streamlines operations by bringing all your exchanges, OTCs, counterparties, hot wallets, and custodians into one platform. Wallets, deposit addresses, and API credentials are secured using patent-pending chip isolation technology and the newest breakthrough in cryptography (MPC). Institutions are using Fireblocks to move funds securely in seconds - instead of hours.",linkedin.com/company/fireblocks,United States of America,2018.0,760.0,,,,,False,"cyber security, fintech, blockchain, cryptocurrency, mpc, software development, nfts, web3, defi, custody, cybersecurity, capital markets, tokenization, digital asset custody, crypto, digital asset settlement, digital assets, finance, software","Digital Currencies Companies, Financial Technology Companies, Financial Services Companies",Marketing,Senior Level,People Manager,Full Time,Hybrid,New York or London or United States,"North America, Europe","US, GB",Office,Not Mentioned,Not specified,Not Mentioned,Not specified,Not Mentioned,False,10.0,,"$180,000 - $230,000",180000.0,230000.0,86.53846153846153,110.57692307692308,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,False,False,False,False,False,English,1,False,None,False,Not specified,Not specified,"Drive GTM, Lead launches, Create content",False,False,2025-09-11T21:28:31.000Z,10+ years product marketing in fintech or blockchain; strong storytelling; market knowledge of cryptocurrency and digital assets; strategic and tactical execution; cross-functional influence; content development; analytical mindset.,,,0,0
oraclecloud___fa-evdq-saasfaprod1.fa.ocs___9263,"Director, Portfolio Marketing",,Director of Portfolio Marketing,https://fa-evdq-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX/requisitions/job/9263,False,oraclecloud,fa-evdq-saasfaprod1.fa.ocs,zfrf3xk8atuo14wv,Computershare,computershare.com,"Computershare Limited operates share registries and computer bureaus which includes the administration of employee share and option plans and the provision of software that specializes in share registry, financial and stock markets. The Company also provides corporate trust services and acts as a trustee for clients' debt offerings in certain markets.",linkedin.com/company/computershare,Australia,1978.0,12359.0,2917833000.0,2024.0,CPU,Australian Stock Exchange (ASX),True,"finance, financial services, sports and recreation, gym, computer repair service, banking, capital markets, enterprise, public company, information, publishing industries, investment banking, business services, financials, institutional financial svcs, business management, business coaches and consultants, public relations services, computer software, professional services sector, finance and insurance sector, insurance agencies and brokerages, computer system designers and consultants, investment advisory service, computer network design, computer system consultants, computer software and services, computer and equipment dealers, internet service providers, financial institutions, general warehouses and shops, communications services, deposit protection, employee share plans, board portal software, bankruptcy administration, corporate actions, corporate trust, childcare vouchers, sec filings, tax voucher solutions, entity management, share registry, proxy solicitation, it: software, packages, it: computers and mini computers, investment","Financial Services Companies, Software Companies",Marketing,Senior Level,People Manager,Full Time,Hybrid,Canton or New York City or Jersey City or Edison or Toronto,North America,"US, CA",Office,Required,"Marketing, Communications",Preferred,"Marketing, Communications",Not Mentioned,True,10.0,,"$135,000 - $165,000",135000.0,165000.0,64.90384615384616,79.32692307692308,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,False,False,False,False,False,English,1,False,None,False,Not specified,"CRM, Marketing Automation, Digital Analytics, Content Management System","Develop strategy, Lead programs, Manage events",False,False,2025-09-12T17:28:37.000Z,10+ years of B2B marketing in financial services; leadership experience; strong digital and content marketing skills; strategic and analytical.,,,0,0
bamboohr___globalcitizen___87," Director of Partnerships Marketing, Global Corporate Partnerships",,Director of Partnerships Marketing,https://globalcitizen.bamboohr.com/careers/87,False,bamboohr,globalcitizen,mzjyqu5v9r16zb21,Global Citizen,globalcitizen.org,"Global Citizen, also known as Global Poverty Project, is an international education and advocacy organization that seeks to catalyze the movement to end extreme poverty and promote social justice and equity through the lens of intersectionality. The organization was founded by Hugh Evans, Michael Sheldrick, Simon Moss and Wei Soo, and aims to increase the number and effectiveness of people taking action to support the cause.",linkedin.com/company/globalcitizen,United States,2008.0,75.0,46000000.0,2020.0,,,False,"community and lifestyle, service industry, professional services, communities, charitable organization, alliance/advocacy organizations, non-profit organization, advocacy group, international organization, sharing knowledge, building networks, think tanks, generating solutions, non-profit organizations, social impact, music, advocacy, influencer activation, non-profit, social media amplification, poverty, events, digital campaigning, services: interdisciplinary research, social science research institutes, educational organization, consumer discretionary, consumer services, consumer discretionary services, social service organizations, community","Social Sciences Organizations, Associations And Societies",Marketing,Senior Level,Individual Contributor,Full Time,Hybrid,"New York, New York, United States",North America,US,Office,Required,"Marketing, Communications",Not Mentioned,Not specified,Not Mentioned,True,6.0,,"$105,000 - $115,000",105000.0,115000.0,50.48076923076923,55.28846153846154,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,True,True,False,False,False,False,English,1,False,None,False,Not specified,"AI tools, Campaign analytics platforms, Asana, Airtable, Google Suite, Slack, Webex, Keynote","Leading partner marketing, Planning multi-channel campaigns, Measuring performance",True,False,2025-09-02T00:00:00.000Z,"Director-level marketing lead for partnerships; 6–10 years in marketing, with multi-channel campaigns; strong analytics and AI-driven marketing experience.",,,0,0
grnhse___calm___8150927002,"Director, Marketing Operations",,"Director, Growth Marketing Operations",https://job-boards.greenhouse.io/calm/jobs/8150927002,False,grnhse,calm,cahbvhvcg1pufrr4,Calm,calm.com,"<p><a class=""c-link"" href=""http://www.calm.com/"" target=""_blank"" data-stringify-link=""http://www.calm.com/"" data-sk=""tooltip_parent"" data-remove-tab-index=""true"">Calm</a> is the leading mental wellness brand with the #1 App for Sleep, Meditation and Relaxation™, designed to help you manage stress, sleep better and live a happier, healthier life. With hundreds of hours of original audio content available in seven languages, Calm supports users in more than 190 countries and boasts over 100 million downloads to date, with more than 4 million paying members.&nbsp; Calm has been recognized as one of TIME's 100 Most Influential Companies of 2022 as well as Built In's 100 Best Remote-First Companies in 2022.</p>",linkedin.com/company/calm-com,United States of America,2012.0,310.0,,,,,False,"consumer, tech startup, apps, software, software and tech services, wellness, leisure, health care, application software publishing, personal health, health and wellness, software industry, privately held company, sleep, mindfullness, meditation and relaxation, wellness and fitness services, professional, scientific and technical activities, cellular telephone equipment and supplies, consumer electronics, cellular telephone service, mobile, product service, brand",Software Companies,Marketing,Senior Level,Individual Contributor,Full Time,Remote,Los Angeles or Minneapolis or New York City or San Francisco,North America,US,Office,Not Mentioned,Not specified,Not Mentioned,Not specified,Not Mentioned,False,6.0,,"$178,600 - $272,800",178600.0,272800.0,85.86538461538461,131.15384615384616,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,True,True,False,False,False,False,English,1,False,None,False,Not specified,"Paid media, Budgeting, Forecasting, Analytics, Cross-channel marketing","Own budgeting, Set budgets, Report pacing",True,False,2025-09-03T22:50:59.000Z,6+ years in acquisition or performance marketing; 8-figure budgets; strong cross-channel expertise.,,,0,0
smartrecruiters___nbcuniversal3___fa0519f3-6c11-4224-96d9-a7e76a6e43f1,"Sr. Director, Marketing Strategy",,"Senior Director, Marketing Strategy",https://jobs.smartrecruiters.com/NBCUniversal3/744000081738355-sr-director-marketing-strategy,False,smartrecruiters,nbcuniversal3,3lwgg94vgbd6mfl7,NBCUniversal,,"A major media and entertainment company producing content across film, television, streaming, and theme parks.",,,,,,,,,,"media, entertainment",Media and Communications,Marketing,No Prior Experience Required,People Manager,Full Time,Hybrid,"New York, New York, United States",North America,US,Office,Required,Not specified,Preferred,"Business, Marketing",Not Mentioned,True,10.0,,"$140,000 - $185,000",140000.0,185000.0,67.3076923076923,88.9423076923077,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,False,False,False,False,False,English,1,False,None,False,Not specified,Not specified,"Drive brand, Lead strategy, Partner stakeholders",False,False,2025-09-12T21:29:28.132Z,10+ years in marketing strategy/brand management; experience leading marketing strategies; strong storytelling and cross-functional influence.,,,0,0
smartrecruiters___nbcuniversal3___741ec7c3-9c9d-4d1b-80ca-2dcf5e66f8ec,"Senior Director, Partner Growth",,"Senior Director, Partner Growth",https://jobs.smartrecruiters.com/NBCUniversal3/744000081387497-senior-director-partner-growth,False,smartrecruiters,nbcuniversal3,ylbe6vvmcjhr8yye,NBCUniversal,,Global media and entertainment conglomerate.,,,,,,,,,,"media company, entertainment",Media and Communications,Business Development,No Prior Experience Required,People Manager,"Full Time, Contract, Temporary, Internship, Part Time, Seasonal, Volunteer",Hybrid,Universal City or New York,North America,US,Office,Not Mentioned,Not specified,Not Mentioned,Not specified,Not Mentioned,False,10.0,,"$150,000 - $210,000",150000.0,210000.0,72.11538461538461,100.96153846153847,USD,Yearly,True,None,None,Low,Sitting,Medium,High,Medium,False,False,False,False,Optional,Optional,Not Indicated,None,False,False,False,False,True,False,English,1,False,None,False,Not specified,Not specified,"leading team, driving partnerships, evaluating performance",True,False,2025-09-11T17:50:19.121Z,"10+ years in partnership development, growth, strategy or partner marketing within media or subscription-driven industries.",,,0,0
smartrecruiters___nbcuniversal3___6b7b75d6-fa6c-4af5-8bf8-bf25592f5d57,"Senior Director, Partner Growth",,"Senior Director, Partner Growth",https://jobs.smartrecruiters.com/NBCUniversal3/744000081385628-senior-director-partner-growth,False,smartrecruiters,nbcuniversal3,yk5zab85y0nj6g4b,NBCUniversal,nbcuni.com,A leading global media and entertainment company.,,,,,,,,,,"media, entertainment",Media and Communications,Business Development,Senior Level,People Manager,Full Time,Hybrid,"New York, New York, United States",North America,US,Office,Not Mentioned,Not specified,Not Mentioned,Not specified,Not Mentioned,False,10.0,,"$150,000 - $210,000",150000.0,210000.0,72.11538461538461,100.96153846153847,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,True,True,True,False,True,False,English,1,False,None,False,Not specified,Not specified,"Leading team, Driving growth, Evaluating performance",True,False,2025-09-11T17:47:40.429Z,"10+ years in partnership growth, strategy or marketing within media/tech; proven ability to drive partner growth and manage performance testing.",,,0,0
workday___regeneron-wd1-careers___senior-director--oncology-marketing---us-skin-lead_r41643,"Senior Director, Oncology Marketing - US Skin Lead",,"Senior Director, Oncology Marketing",https://regeneron.wd1.myworkdayjobs.com/careers/job/SLEEPY-HOLLOW/Senior-Director--Oncology-Marketing---US-Skin-Lead_R41643,False,workday,regeneron-wd1-careers,vwqsq3e6i4luz34r,Regeneron Pharmaceuticals,regeneron.com,"Regeneron Pharmaceuticals, Inc. is a biopharmaceutical company. The Company discovers, develops, and commercializes pharmaceutical products for the treatment of serious medical conditions. Regeneron Pharmaceuticals serves the healthcare sector in the United States.",linkedin.com/company/regeneron-pharmaceuticals,United States of America,1988.0,13450.0,13117000000.0,2023.0,REGN,Nasdaq (NASDAQ),True,"biotechnology, pharmaceutical preparations, biotechnology product manufacturing, investment firms, biopharma, pharmaceutical, commercial physical and biological research, health care, research laboratory, business center, biotech and pharma, biotechnology: pharmaceutical preparations, healthcare, market research and public opinion polling, groothandel en handelsbemiddeling (niet in auto, groot- en detailhandel, groothandel in farmaceutische producten, manufacturing, pharmaceutical industry, public company, pharmaceutical preparation manufacturing, biological products, except diagnostic substances, biological product manufacturing, chemicals and allied products, pharmaceuticals, research and experimental development on biotechnology, manufacture of basic pharmaceutical products, manufacture of pharmaceutical preparations, pharmaceutical consultants, physicians and surgeons, physicians and surgeons, public health, pharmaceutical products, medical equipment and supplies, pharmaceutical products-wholesale and manufacturers, pharmacies, medical clinics, pharmaceutical research, biomedical products, biotechnology company, biotechnology research","Biotechnology Companies, Medical Organizations, Pharmaceutical Companies, Health Care Companies",Marketing,Senior Level,People Manager,Full Time,Onsite,"Sleepy Hollow, New York, United States",North America,US,Office,Required,Not specified,Not Mentioned,Not specified,Not Mentioned,True,10.0,4.0,"$212,900 - $354,800",212900.0,354800.0,102.35576923076923,170.57692307692307,USD,Yearly,True,Minimal,Moderate,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,False,False,False,False,False,English,1,False,None,False,Not specified,Not specified,"Develop marketing, Lead strategy, Manage budget",False,False,2025-09-09T00:00:00.000Z,Senior Director of US Skin Marketing with 10-15+ years pharma marketing; leads large teams; drives US NMSC strategy and P&L; travel 25-30%.,,,0,0
workday___regeneron-wd1-careers___senior-director--oncology-marketing---us-lung-lead_r41644,"Senior Director, Oncology Marketing - US Lung Lead",,"Senior Director, Oncology Marketing",https://regeneron.wd1.myworkdayjobs.com/careers/job/SLEEPY-HOLLOW/Senior-Director--Oncology-Marketing---US-Lung-Lead_R41644,False,workday,regeneron-wd1-careers,r7ds4aaip8afzos9,Regeneron Pharmaceuticals,regeneron.com,"Regeneron Pharmaceuticals, Inc. is a biopharmaceutical company. The Company discovers, develops, and commercializes pharmaceutical products for the treatment of serious medical conditions. Regeneron Pharmaceuticals serves the healthcare sector in the United States.",linkedin.com/company/regeneron-pharmaceuticals,United States of America,1988.0,13450.0,13117000000.0,2023.0,REGN,Nasdaq (NASDAQ),True,"biotechnology, pharmaceutical preparations, biotechnology product manufacturing, investment firms, biopharma, pharmaceutical, commercial physical and biological research, health care, research laboratory, business center, biotech and pharma, biotechnology: pharmaceutical preparations, healthcare, market research and public opinion polling, groothandel en handelsbemiddeling (niet in auto, groot- en detailhandel, groothandel in farmaceutische producten, manufacturing, pharmaceutical industry, public company, pharmaceutical preparation manufacturing, biological products, except diagnostic substances, biological product manufacturing, chemicals and allied products, pharmaceuticals, research and experimental development on biotechnology, manufacture of basic pharmaceutical products, manufacture of pharmaceutical preparations, pharmaceutical consultants, physicians and surgeons, physicians and surgeons, public health, pharmaceutical products, medical equipment and supplies, pharmaceutical products-wholesale and manufacturers, pharmacies, medical clinics, pharmaceutical research, biomedical products, biotechnology company, biotechnology research","Biotechnology Companies, Medical Organizations, Pharmaceutical Companies, Health Care Companies",Marketing,Senior Level,People Manager,Full Time,Onsite,"Sleepy Hollow, New York, United States",North America,US,Office,Required,"Pharmacology, Business, Marketing, Life Sciences",Not Mentioned,Not specified,Not Mentioned,True,10.0,4.0,"$212,900 - $354,800",212900.0,354800.0,102.35576923076923,170.57692307692307,USD,Yearly,True,Moderate,Moderate,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,False,False,False,False,False,English,1,False,None,False,Not specified,Not specified,"driving marketing, leading strategy, collaborating cross-functional",False,False,2025-09-09T00:00:00.000Z,Bachelor's degree; 10-15+ years pharma marketing; NSCLC experience preferred; proven leadership of large teams; strong strategic and digital marketing skills.,,,0,0
workday___regeneron-wd1-careers___sr-director--international-marketing--oncology-global_r41963,"Sr Director, International Marketing, Oncology Global",,"Sr Director, International Marketing, Oncology Global",https://regeneron.wd1.myworkdayjobs.com/careers/job/SLEEPY-HOLLOW/Sr-Director--International-Marketing--Oncology-Global_R41963,False,workday,regeneron-wd1-careers,zn4lnb0zc5kg31zp,Regeneron Pharmaceuticals,regeneron.com,"Regeneron Pharmaceuticals, Inc. is a biopharmaceutical company. The Company discovers, develops, and commercializes pharmaceutical products for the treatment of serious medical conditions. Regeneron Pharmaceuticals serves the healthcare sector in the United States.",linkedin.com/company/regeneron-pharmaceuticals,United States of America,1988.0,13450.0,13117000000.0,2023.0,REGN,Nasdaq (NASDAQ),True,"biotechnology, pharmaceutical preparations, biotechnology product manufacturing, investment firms, biopharma, pharmaceutical, commercial physical and biological research, health care, research laboratory, business center, biotech and pharma, biotechnology: pharmaceutical preparations, healthcare, market research and public opinion polling, groothandel en handelsbemiddeling (niet in auto, groot- en detailhandel, groothandel in farmaceutische producten, manufacturing, pharmaceutical industry, public company, pharmaceutical preparation manufacturing, biological products, except diagnostic substances, biological product manufacturing, chemicals and allied products, pharmaceuticals, research and experimental development on biotechnology, manufacture of basic pharmaceutical products, manufacture of pharmaceutical preparations, pharmaceutical consultants, physicians and surgeons, physicians and surgeons, public health, pharmaceutical products, medical equipment and supplies, pharmaceutical products-wholesale and manufacturers, pharmacies, medical clinics, pharmaceutical research, biomedical products, biotechnology company, biotechnology research","Biotechnology Companies, Medical Organizations, Pharmaceutical Companies, Health Care Companies",Marketing,Senior Level,People Manager,Full Time,Onsite,"Sleepy Hollow, New York, United States",North America,US,Office,Required,"Business, Marketing, Life Sciences",Not Mentioned,Not specified,Not Mentioned,True,10.0,2.0,"$212,900 - $354,800",212900.0,354800.0,102.35576923076923,170.57692307692307,USD,Yearly,True,Moderate,Moderate,Low,Sitting,Medium,Medium,Medium,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,False,False,False,False,False,English,1,False,None,False,Not specified,Not specified,"developing plans, leading launches, identifying KOLs",False,False,2025-09-12T00:00:00.000Z,"10+ years in biotech/pharma brand marketing with 2+ years in leadership; strong strategic, launch and KOL engagement experience.",,,0,0
workday___regeneron-wd1-careers___associate-director--us-immunology-market-access-strategy_r41642,"Associate Director, US Immunology Market Access Strategy",,Associate Director,https://regeneron.wd1.myworkdayjobs.com/careers/job/SLEEPY-HOLLOW/Associate-Director--US-Immunology-Market-Access-Strategy_R41642,False,workday,regeneron-wd1-careers,9egq5deb7hq5n98k,Regeneron Pharmaceuticals,regeneron.com,"Regeneron Pharmaceuticals, Inc. is a biopharmaceutical company. The Company discovers, develops, and commercializes pharmaceutical products for the treatment of serious medical conditions. Regeneron Pharmaceuticals serves the healthcare sector in the United States.",linkedin.com/company/regeneron-pharmaceuticals,United States of America,1988.0,13450.0,13117000000.0,2023.0,REGN,Nasdaq (NASDAQ),True,"biotechnology, pharmaceutical preparations, biotechnology product manufacturing, investment firms, biopharma, pharmaceutical, commercial physical and biological research, health care, research laboratory, business center, biotech and pharma, biotechnology: pharmaceutical preparations, healthcare, market research and public opinion polling, groothandel en handelsbemiddeling (niet in auto, groot- en detailhandel, groothandel in farmaceutische producten, manufacturing, pharmaceutical industry, public company, pharmaceutical preparation manufacturing, biological products, except diagnostic substances, biological product manufacturing, chemicals and allied products, pharmaceuticals, research and experimental development on biotechnology, manufacture of basic pharmaceutical products, manufacture of pharmaceutical preparations, pharmaceutical consultants, physicians and surgeons, physicians and surgeons, public health, pharmaceutical products, medical equipment and supplies, pharmaceutical products-wholesale and manufacturers, pharmacies, medical clinics, pharmaceutical research, biomedical products, biotechnology company, biotechnology research","Biotechnology Companies, Medical Organizations, Pharmaceutical Companies, Health Care Companies",Business Operations,Senior Level,Individual Contributor,Full Time,Onsite,"Sleepy Hollow, New York, United States",North America,US,Office,Required,"Business, Pharmacy, Life Sciences",Not Mentioned,Not specified,Not Mentioned,True,10.0,,"$154,800 - $252,800",154800.0,252800.0,74.42307692307692,121.53846153846153,USD,Yearly,True,None,None,Low,Sitting,High,High,High,False,False,False,False,Not Indicated,Not Indicated,Not Indicated,None,False,False,False,False,False,False,English,1,False,None,False,Not specified,Not specified,"Develop strategy, Lead payer, Manage budgets",False,False,2025-09-08T00:00:00.000Z,"10+ years of industry experience; 7+ years in market access, payer, brand marketing, field reimbursement, or HEOR; Bachelor's degree required; MBA/MHA or PharmD preferred.",,,0,0
